date,zone,day_of_week,month,is_weekend,is_holiday,temperature_c,hdd,cdd,demand_avg_mw,demand_peak_mw,price_avg_eur_mwh,price_peak_eur_mwh,negative_price_hours,wind_cf_daily,solar_cf_daily,gas_price
2020-12-14,DE,0,12,0,0,-0.48,18.48,0.0,89.0,104.7,16.349,87.519,0,0.407,0.0086,12.387
2020-12-15,DE,1,12,0,0,0.07,17.93,0.0,90.0,104.4,19.124,93.258,0,0.4289,0.0094,12.748
2020-12-16,DE,2,12,0,0,1.46,16.54,0.0,89.5,102.3,13.868,23.892,0,0.3803,0.0115,12.306
2020-12-17,DE,3,12,0,0,3.37,14.63,0.0,89.6,101.7,14.085,26.712,0,0.4022,0.0108,12.12
2020-12-18,DE,4,12,0,0,-0.23,18.23,0.0,89.5,103.4,14.023,25.196,0,0.4078,0.008,11.976
2020-12-19,DE,5,12,1,0,-3.48,21.48,0.0,69.9,79.3,6.411,18.224,1,0.4257,0.0094,12.328
2020-12-20,DE,6,12,1,0,1.41,16.59,0.0,69.7,80.7,6.738,13.234,2,0.3644,0.0222,12.148
2020-12-21,DE,0,12,0,0,-4.61,22.61,0.0,89.7,104.1,25.238,111.781,1,0.3328,0.0119,11.693
2020-12-22,DE,1,12,0,0,-3.74,21.74,0.0,90.5,104.9,16.967,32.547,0,0.3748,0.0077,11.972
2020-12-23,DE,2,12,0,0,-2.49,20.49,0.0,88.9,102.8,17.172,83.849,0,0.3418,0.012,12.068
2020-12-24,DE,3,12,0,0,2.24,15.76,0.0,90.1,103.9,15.259,95.334,1,0.4236,0.0126,12.152
2020-12-25,DE,4,12,0,1,-5.1,23.1,0.0,89.2,103.1,12.982,23.161,0,0.3942,0.0136,12.392
2020-12-26,DE,5,12,1,1,0.54,17.46,0.0,69.8,78.1,5.956,12.178,1,0.4098,0.0143,12.526
2020-12-27,DE,6,12,1,0,6.01,11.99,0.0,70.3,80.0,5.609,14.846,2,0.3342,0.0192,12.282
2020-12-28,DE,0,12,0,0,-1.77,19.77,0.0,89.7,105.2,13.377,22.048,2,0.3981,0.0133,12.273
2020-12-29,DE,1,12,0,0,-1.71,19.71,0.0,90.2,103.8,20.683,107.858,1,0.4143,0.0143,12.877
2020-12-30,DE,2,12,0,0,-2.58,20.58,0.0,90.0,102.7,12.542,24.941,1,0.4563,0.0104,12.895
2020-12-31,DE,3,12,0,0,-1.91,19.91,0.0,89.7,105.7,16.584,90.319,0,0.4221,0.0108,13.352
2021-01-01,DE,4,1,0,1,-4.8,22.8,0.0,89.6,104.7,18.171,92.494,1,0.4733,0.0154,13.822
2021-01-02,DE,5,1,1,0,1.22,16.78,0.0,69.9,80.3,8.966,23.532,0,0.3121,0.0133,13.647
2021-01-03,DE,6,1,1,0,-3.03,21.03,0.0,69.7,81.9,6.462,16.281,2,0.4096,0.0189,13.578
2021-01-04,DE,0,1,0,0,-4.63,22.63,0.0,89.5,102.6,24.394,91.934,0,0.4228,0.018,13.787
2021-01-05,DE,1,1,0,0,0.86,17.14,0.0,89.9,105.2,17.457,87.716,0,0.4684,0.0169,13.765
2021-01-06,DE,2,1,0,0,-4.13,22.13,0.0,89.2,101.9,15.03,26.257,0,0.3933,0.0169,13.654
2021-01-07,DE,3,1,0,0,-2.03,20.03,0.0,89.1,102.1,19.733,104.459,0,0.4166,0.0126,13.188
2021-01-08,DE,4,1,0,0,-0.82,18.82,0.0,89.6,103.6,15.275,72.812,0,0.4863,0.0136,13.522
2021-01-09,DE,5,1,1,0,-4.09,22.09,0.0,69.6,81.0,7.755,18.07,2,0.469,0.0137,13.932
2021-01-10,DE,6,1,1,0,-3.61,21.61,0.0,69.7,79.7,6.525,12.168,3,0.3873,0.0145,14.199
2021-01-11,DE,0,1,0,0,-1.46,19.46,0.0,88.4,102.3,13.029,22.327,0,0.4515,0.0219,14.601
2021-01-12,DE,1,1,0,0,0.92,17.08,0.0,88.3,100.6,14.124,25.666,0,0.3892,0.0267,14.73
2021-01-13,DE,2,1,0,0,-3.46,21.46,0.0,89.2,102.7,15.305,24.989,0,0.4027,0.0148,14.885
2021-01-14,DE,3,1,0,0,-4.91,22.91,0.0,88.4,102.5,22.071,97.279,0,0.3779,0.019,14.852
2021-01-15,DE,4,1,0,0,-0.81,18.81,0.0,87.3,102.1,15.61,90.43,0,0.3846,0.0167,15.13
2021-01-16,DE,5,1,1,0,-2.11,20.11,0.0,68.9,77.6,6.974,17.875,1,0.3518,0.0218,15.418
2021-01-17,DE,6,1,1,0,-2.98,20.98,0.0,68.5,78.3,6.516,15.615,2,0.4099,0.0269,14.731
2021-01-18,DE,0,1,0,0,0.51,17.49,0.0,88.3,101.7,10.753,19.418,0,0.4574,0.023,14.302
2021-01-19,DE,1,1,0,0,-1.5,19.5,0.0,87.6,102.8,11.658,20.26,0,0.3904,0.02,14.35
2021-01-20,DE,2,1,0,0,-8.51,26.51,0.0,87.2,101.8,16.04,96.224,0,0.3572,0.0259,13.636
2021-01-21,DE,3,1,0,0,-3.97,21.97,0.0,87.9,101.9,16.094,102.516,0,0.3482,0.0212,14.077
2021-01-22,DE,4,1,0,0,-5.85,23.85,0.0,86.8,100.0,11.705,22.101,2,0.375,0.0284,14.215
2021-01-23,DE,5,1,1,0,-3.31,21.31,0.0,68.0,78.7,6.683,13.855,2,0.4763,0.0255,13.792
2021-01-24,DE,6,1,1,0,-6.69,24.69,0.0,67.6,78.8,6.324,15.429,1,0.4696,0.0204,13.396
2021-01-25,DE,0,1,0,0,-0.78,18.78,0.0,86.5,97.9,13.68,29.658,1,0.3679,0.027,13.908
2021-01-26,DE,1,1,0,0,4.34,13.66,0.0,86.1,97.4,13.024,26.149,0,0.4239,0.036,14.62
2021-01-27,DE,2,1,0,0,-4.21,22.21,0.0,86.0,99.3,14.486,25.167,0,0.4021,0.0364,14.429
2021-01-28,DE,3,1,0,0,-2.31,20.31,0.0,85.8,99.5,13.286,27.195,0,0.4075,0.0375,13.752
2021-01-29,DE,4,1,0,0,-1.57,19.57,0.0,85.6,99.5,13.9,24.952,0,0.3863,0.0365,13.842
2021-01-30,DE,5,1,1,0,-7.53,25.53,0.0,67.1,76.6,4.778,12.353,4,0.3669,0.0323,13.669
2021-01-31,DE,6,1,1,0,2.91,15.09,0.0,66.5,76.7,5.635,13.205,4,0.3567,0.0403,13.838
2021-02-01,DE,0,2,0,0,-3.29,21.29,0.0,85.6,97.6,12.933,23.416,0,0.4102,0.0354,14.446
2021-02-02,DE,1,2,0,0,-2.59,20.59,0.0,84.5,96.2,12.63,24.25,0,0.4217,0.0336,13.999
2021-02-03,DE,2,2,0,0,1.23,16.77,0.0,84.1,94.4,11.969,22.25,0,0.38,0.0338,14.311
2021-02-04,DE,3,2,0,0,-0.34,18.34,0.0,84.4,96.8,13.026,19.842,1,0.3508,0.0474,15.066
2021-02-05,DE,4,2,0,0,1.65,16.35,0.0,83.9,95.3,10.14,21.718,0,0.5082,0.0571,15.678
2021-02-06,DE,5,2,1,0,3.83,14.17,0.0,65.2,75.2,10.182,23.416,1,0.5211,0.0459,15.482
2021-02-07,DE,6,2,1,0,0.53,17.47,0.0,64.9,73.5,8.22,26.635,1,0.4759,0.0443,14.987
2021-02-08,DE,0,2,0,0,0.33,17.67,0.0,83.3,96.1,13.08,25.989,1,0.3347,0.0511,15.201
2021-02-09,DE,1,2,0,0,-2.24,20.24,0.0,82.9,96.4,12.531,23.965,0,0.3756,0.0513,15.416
2021-02-10,DE,2,2,0,0,2.14,15.86,0.0,82.6,93.1,11.675,21.038,0,0.3975,0.0528,14.965
2021-02-11,DE,3,2,0,0,1.38,16.62,0.0,82.5,97.7,11.793,25.959,0,0.3647,0.0493,14.855
2021-02-12,DE,4,2,0,0,0.01,17.99,0.0,82.0,97.9,11.956,25.529,0,0.3714,0.0601,14.486
2021-02-13,DE,5,2,1,0,3.74,14.26,0.0,64.2,73.8,8.281,24.157,1,0.4068,0.0691,13.892
2021-02-14,DE,6,2,1,0,-0.94,18.94,0.0,63.2,72.8,8.131,29.379,0,0.4252,0.0642,13.016
2021-02-15,DE,0,2,0,0,-0.14,18.14,0.0,80.8,95.0,9.052,22.144,2,0.4778,0.0606,12.733
2021-02-16,DE,1,2,0,0,-1.59,19.59,0.0,80.0,91.6,10.669,20.362,0,0.4164,0.0595,12.6
2021-02-17,DE,2,2,0,0,-0.4,18.4,0.0,79.8,90.7,10.362,23.672,0,0.3687,0.0734,12.175
2021-02-18,DE,3,2,0,0,-6.16,24.16,0.0,79.8,93.0,11.62,24.723,0,0.3516,0.0672,11.545
2021-02-19,DE,4,2,0,0,4.1,13.9,0.0,79.7,90.5,10.891,22.977,0,0.3982,0.0728,11.485
2021-02-20,DE,5,2,1,0,1.37,16.63,0.0,61.8,73.9,10.367,28.075,1,0.3767,0.0694,12.027
2021-02-21,DE,6,2,1,0,0.38,17.62,0.0,61.8,72.2,6.739,15.025,1,0.3573,0.0766,12.135
2021-02-22,DE,0,2,0,0,-0.7,18.7,0.0,78.7,89.1,8.846,19.512,0,0.3736,0.0731,12.114
2021-02-23,DE,1,2,0,0,0.59,17.41,0.0,78.0,88.9,9.216,24.427,0,0.3808,0.0768,12.131
2021-02-24,DE,2,2,0,0,-5.52,23.52,0.0,77.9,89.4,9.894,20.275,1,0.385,0.0776,12.271
2021-02-25,DE,3,2,0,0,-3.27,21.27,0.0,77.6,90.0,8.019,22.965,1,0.3324,0.0873,12.384
2021-02-26,DE,4,2,0,0,3.46,14.54,0.0,77.4,89.8,7.096,15.451,1,0.4208,0.0946,12.075
2021-02-27,DE,5,2,1,0,-0.05,18.05,0.0,60.1,69.7,9.58,33.31,0,0.3452,0.0843,11.94
2021-02-28,DE,6,2,1,0,0.03,17.97,0.0,59.6,70.2,13.39,28.747,2,0.4723,0.0896,11.45
2021-03-01,DE,0,3,0,0,6.46,11.54,0.0,76.6,89.4,9.449,26.801,0,0.3282,0.0926,11.479
2021-03-02,DE,1,3,0,0,2.36,15.64,0.0,75.9,87.3,9.265,16.936,0,0.4097,0.0971,11.82
2021-03-03,DE,2,3,0,0,1.0,17.0,0.0,75.3,85.9,5.872,12.895,3,0.4371,0.095,11.071
2021-03-04,DE,3,3,0,0,-2.45,20.45,0.0,74.9,84.5,8.454,24.377,3,0.2958,0.0999,10.969
2021-03-05,DE,4,3,0,0,3.34,14.66,0.0,74.6,86.2,8.773,18.921,1,0.3743,0.0999,10.858
2021-03-06,DE,5,3,1,0,3.96,14.04,0.0,57.7,66.7,13.388,31.348,0,0.3865,0.0988,10.969
2021-03-07,DE,6,3,1,0,1.94,16.06,0.0,57.6,67.0,20.176,28.724,0,0.5832,0.1041,11.285
2021-03-08,DE,0,3,0,0,-0.49,18.49,0.0,73.5,83.0,7.273,18.122,0,0.4577,0.1082,11.397
2021-03-09,DE,1,3,0,0,2.58,15.42,0.0,72.8,84.1,6.942,14.569,1,0.4099,0.1105,11.804
2021-03-10,DE,2,3,0,0,0.95,17.05,0.0,72.8,83.7,7.318,14.968,1,0.3218,0.1113,11.38
2021-03-11,DE,3,3,0,0,2.45,15.55,0.0,72.3,84.8,8.484,22.582,0,0.421,0.1148,11.539
2021-03-12,DE,4,3,0,0,-1.28,19.28,0.0,71.8,81.6,7.467,20.827,3,0.3446,0.1177,11.567
2021-03-13,DE,5,3,1,0,4.16,13.84,0.0,55.7,64.5,19.066,33.191,1,0.4666,0.124,11.689
2021-03-14,DE,6,3,1,0,0.76,17.24,0.0,55.5,63.4,20.406,32.855,0,0.4183,0.113,11.414
2021-03-15,DE,0,3,0,0,5.08,12.92,0.0,70.6,82.0,6.225,11.003,1,0.4034,0.1203,11.98
2021-03-16,DE,1,3,0,0,3.28,14.72,0.0,69.6,79.6,7.033,13.869,0,0.3876,0.1311,12.247
2021-03-17,DE,2,3,0,0,5.53,12.47,0.0,69.9,80.1,6.48,12.453,0,0.4986,0.1287,12.044
2021-03-18,DE,3,3,0,0,7.51,10.49,0.0,69.8,81.1,7.189,15.647,2,0.4284,0.1188,11.541
2021-03-19,DE,4,3,0,0,6.09,11.91,0.0,69.0,78.4,8.136,16.555,0,0.3742,0.1255,11.683
2021-03-20,DE,5,3,1,0,4.39,13.61,0.0,53.7,61.7,22.507,34.415,1,0.4734,0.1292,11.37
2021-03-21,DE,6,3,1,0,8.6,9.4,0.0,53.4,61.5,21.289,33.285,2,0.4359,0.1311,11.16
2021-03-22,DE,0,3,0,0,6.7,11.3,0.0,68.0,79.8,8.053,15.635,0,0.3896,0.1388,11.05
2021-03-23,DE,1,3,0,0,4.57,13.43,0.0,67.6,78.9,6.573,14.134,3,0.4355,0.1381,10.579
2021-03-24,DE,2,3,0,0,7.59,10.41,0.0,67.2,77.3,7.474,26.904,0,0.4611,0.1384,10.864
2021-03-25,DE,3,3,0,0,0.07,17.93,0.0,66.4,79.4,6.374,12.452,3,0.3934,0.1353,10.792
2021-03-26,DE,4,3,0,0,7.66,10.34,0.0,66.6,77.8,7.362,18.903,1,0.2982,0.1495,11.185
2021-03-27,DE,5,3,1,0,6.42,11.58,0.0,51.4,59.5,23.687,30.474,0,0.4353,0.1402,10.953
2021-03-28,DE,6,3,1,0,9.22,8.78,0.0,51.2,58.4,26.35,32.222,0,0.5375,0.1511,11.001
2021-03-29,DE,0,3,0,0,4.52,13.48,0.0,65.2,76.2,8.445,24.992,0,0.4158,0.1589,11.133
2021-03-30,DE,1,3,0,0,4.72,13.28,0.0,64.4,74.2,12.952,28.731,1,0.4774,0.1641,10.765
2021-03-31,DE,2,3,0,0,3.32,14.68,0.0,64.5,76.3,8.711,31.393,1,0.3707,0.1631,10.872
2021-04-01,DE,3,4,0,0,9.19,8.81,0.0,64.2,73.8,8.794,23.655,1,0.3568,0.1533,10.592
2021-04-02,DE,4,4,0,0,6.8,11.2,0.0,64.1,73.3,10.221,24.954,0,0.4576,0.1523,10.75
2021-04-03,DE,5,4,1,0,7.35,10.65,0.0,49.5,56.6,22.647,30.447,0,0.3783,0.1633,10.627
2021-04-04,DE,6,4,1,0,4.37,13.63,0.0,49.0,59.5,22.735,29.92,1,0.4622,0.1656,10.524
2021-04-05,DE,0,4,0,0,2.65,15.35,0.0,62.6,72.8,9.451,30.235,1,0.4071,0.1703,10.661
2021-04-06,DE,1,4,0,0,7.18,10.82,0.0,61.6,69.6,11.501,28.306,0,0.4581,0.1751,10.95
2021-04-07,DE,2,4,0,0,9.08,8.92,0.0,61.6,71.4,14.285,29.096,1,0.4101,0.1745,10.972
2021-04-08,DE,3,4,0,0,3.38,14.62,0.0,60.7,69.5,10.123,25.651,1,0.3396,0.1752,10.675
2021-04-09,DE,4,4,0,0,11.27,6.73,0.0,60.5,69.9,10.525,25.549,1,0.3893,0.1908,10.705
2021-04-10,DE,5,4,1,0,9.67,8.33,0.0,46.9,55.1,25.629,32.461,0,0.4208,0.1728,10.508
2021-04-11,DE,6,4,1,0,12.7,5.3,0.0,46.9,55.0,25.666,32.111,0,0.3761,0.1841,10.945
2021-04-12,DE,0,4,0,0,10.67,7.33,0.0,59.5,71.6,15.662,30.098,1,0.3212,0.1822,11.254
2021-04-13,DE,1,4,0,0,6.37,11.63,0.0,59.1,71.4,16.125,31.562,0,0.4056,0.1912,11.312
2021-04-14,DE,2,4,0,0,13.56,4.44,0.0,59.0,70.4,13.933,28.507,0,0.3771,0.2002,11.294
2021-04-15,DE,3,4,0,0,7.87,10.13,0.0,58.5,66.9,16.449,30.1,1,0.4336,0.1876,10.823
2021-04-16,DE,4,4,0,0,8.61,9.39,0.0,58.5,67.8,15.013,31.277,1,0.3468,0.1871,10.614
2021-04-17,DE,5,4,1,0,7.31,10.69,0.0,45.3,52.3,26.475,30.91,0,0.4082,0.1939,10.543
2021-04-18,DE,6,4,1,0,7.02,10.98,0.0,44.6,52.3,24.438,31.904,0,0.4334,0.1945,10.2
2021-04-19,DE,0,4,0,0,10.32,7.68,0.0,56.9,65.2,16.026,27.692,1,0.3763,0.2046,9.845
2021-04-20,DE,1,4,0,0,16.94,1.06,0.0,56.9,65.7,21.251,31.329,0,0.5042,0.199,9.908
2021-04-21,DE,2,4,0,0,12.62,5.38,0.0,56.3,65.8,20.137,30.568,0,0.4678,0.2056,9.793
2021-04-22,DE,3,4,0,0,10.96,7.04,0.0,56.4,66.8,18.957,32.111,0,0.3928,0.2106,8.994
2021-04-23,DE,4,4,0,0,6.77,11.23,0.0,56.1,64.0,17.734,28.308,0,0.3432,0.2041,9.188
2021-04-24,DE,5,4,1,0,9.38,8.62,0.0,43.4,51.0,26.432,31.823,0,0.4196,0.2151,8.861
2021-04-25,DE,6,4,1,0,4.96,13.04,0.0,43.1,49.9,25.367,29.582,0,0.4275,0.2113,8.77
2021-04-26,DE,0,4,0,0,7.79,10.21,0.0,55.2,64.0,17.54,30.711,1,0.2591,0.2167,8.719
2021-04-27,DE,1,4,0,0,13.63,4.37,0.0,55.2,63.0,15.928,30.386,1,0.3279,0.2171,8.468
2021-04-28,DE,2,4,0,0,11.25,6.75,0.0,54.5,64.1,18.12,29.8,0,0.331,0.2214,8.886
2021-04-29,DE,3,4,0,0,13.35,4.65,0.0,54.2,64.9,19.39,29.86,0,0.421,0.2106,9.067
2021-04-30,DE,4,4,0,0,18.08,0.0,0.08,53.3,60.4,20.878,29.252,0,0.4216,0.2104,8.899
2021-05-01,DE,5,5,1,0,11.54,6.46,0.0,41.7,48.1,23.034,31.784,0,0.4281,0.2204,8.894
2021-05-02,DE,6,5,1,0,13.8,4.2,0.0,41.5,47.5,23.324,29.319,0,0.4099,0.2202,9.182
2021-05-03,DE,0,5,0,0,7.86,10.14,0.0,52.5,60.3,23.584,31.254,0,0.4253,0.2292,9.327
2021-05-04,DE,1,5,0,0,12.41,5.59,0.0,52.5,61.6,21.701,31.397,0,0.4692,0.2312,9.312
2021-05-05,DE,2,5,0,0,18.44,0.0,0.44,51.8,59.3,22.909,32.687,1,0.4156,0.2221,9.445
2021-05-06,DE,3,5,0,0,11.36,6.64,0.0,52.1,60.2,23.236,30.034,0,0.4223,0.2324,10.001
2021-05-07,DE,4,5,0,0,17.75,0.25,0.0,51.5,58.7,20.478,29.926,0,0.3359,0.2402,9.717
2021-05-08,DE,5,5,1,0,12.25,5.75,0.0,40.3,46.3,23.574,32.99,0,0.3239,0.227,9.512
2021-05-09,DE,6,5,1,0,12.09,5.91,0.0,40.1,45.5,24.332,30.49,0,0.2927,0.2396,9.469
2021-05-10,DE,0,5,0,0,9.83,8.17,0.0,50.4,58.6,21.477,27.553,0,0.375,0.2375,9.169
2021-05-11,DE,1,5,0,0,9.88,8.12,0.0,50.5,57.9,23.206,31.878,0,0.3933,0.2349,9.493
2021-05-12,DE,2,5,0,0,19.96,0.0,1.96,50.1,57.7,21.479,32.01,0,0.3524,0.2451,9.674
2021-05-13,DE,3,5,0,0,19.22,0.0,1.22,50.0,58.2,24.02,30.563,0,0.4495,0.2563,9.267
2021-05-14,DE,4,5,0,0,13.86,4.14,0.0,49.8,57.9,22.912,30.15,0,0.4058,0.2471,9.266
2021-05-15,DE,5,5,1,0,15.35,2.65,0.0,38.5,45.8,19.717,27.727,0,0.4772,0.247,9.24
2021-05-16,DE,6,5,1,0,14.54,3.46,0.0,38.7,44.5,21.632,28.895,0,0.3166,0.2431,9.095
2021-05-17,DE,0,5,0,0,15.86,2.14,0.0,49.2,57.7,22.671,30.297,0,0.4414,0.2421,9.001
2021-05-18,DE,1,5,0,0,16.38,1.62,0.0,49.1,56.4,23.135,28.571,0,0.5436,0.2456,8.771
2021-05-19,DE,2,5,0,0,16.49,1.51,0.0,48.4,54.9,22.457,29.009,1,0.4726,0.2545,8.655
2021-05-20,DE,3,5,0,0,14.44,3.56,0.0,48.5,56.4,22.157,27.919,0,0.4067,0.2495,8.827
2021-05-21,DE,4,5,0,0,19.58,0.0,1.58,48.4,56.0,22.522,31.162,1,0.4058,0.2433,9.306
2021-05-22,DE,5,5,1,0,26.78,0.0,8.78,37.4,44.0,21.399,28.477,0,0.3736,0.2612,8.873
2021-05-23,DE,6,5,1,0,19.14,0.0,1.14,37.3,42.7,20.823,31.176,0,0.4208,0.2549,8.907
2021-05-24,DE,0,5,0,0,20.01,0.0,2.01,47.6,53.0,21.205,26.865,0,0.418,0.2534,8.924
2021-05-25,DE,1,5,0,0,20.19,0.0,2.19,47.3,54.6,22.276,29.032,0,0.3258,0.2494,8.675
2021-05-26,DE,2,5,0,0,14.5,3.5,0.0,47.1,54.2,23.253,30.656,0,0.4004,0.2594,8.573
2021-05-27,DE,3,5,0,0,15.54,2.46,0.0,47.0,54.9,21.76,30.054,0,0.3947,0.2659,8.513
2021-05-28,DE,4,5,0,0,13.65,4.35,0.0,47.2,53.8,21.449,29.776,0,0.4136,0.2625,8.432
2021-05-29,DE,5,5,1,0,20.06,0.0,2.06,36.7,42.8,19.734,28.22,0,0.3248,0.2509,8.364
2021-05-30,DE,6,5,1,0,16.69,1.31,0.0,36.4,41.6,21.001,29.272,0,0.3393,0.2572,8.29
2021-05-31,DE,0,5,0,0,20.59,0.0,2.59,46.9,54.8,21.492,25.8,0,0.324,0.2629,7.861
2021-06-01,DE,1,6,0,0,21.63,0.0,3.63,46.2,54.4,23.749,30.703,0,0.3962,0.2557,7.727
2021-06-02,DE,2,6,0,0,14.71,3.29,0.0,46.4,54.9,21.83,29.433,0,0.3123,0.2573,7.677
2021-06-03,DE,3,6,0,0,15.11,2.89,0.0,45.9,52.7,23.16,29.962,0,0.3575,0.2515,7.547
2021-06-04,DE,4,6,0,0,18.37,0.0,0.37,45.9,54.2,21.403,29.391,0,0.3911,0.2672,7.711
2021-06-05,DE,5,6,1,0,16.15,1.85,0.0,36.1,41.7,21.382,30.688,0,0.3526,0.2685,7.884
2021-06-06,DE,6,6,1,0,22.52,0.0,4.52,35.6,42.1,19.242,31.803,0,0.4,0.2668,7.96
2021-06-07,DE,0,6,0,0,24.12,0.0,6.12,46.0,52.6,24.633,28.768,0,0.3745,0.268,7.654
2021-06-08,DE,1,6,0,0,23.23,0.0,5.23,45.1,52.5,23.335,30.475,0,0.4059,0.2584,8.145
2021-06-09,DE,2,6,0,0,27.21,0.0,9.21,45.4,51.9,23.954,33.16,0,0.4174,0.2626,7.973
2021-06-10,DE,3,6,0,0,21.68,0.0,3.68,45.2,52.1,22.916,30.34,0,0.364,0.2615,7.708
2021-06-11,DE,4,6,0,0,25.1,0.0,7.1,45.4,53.1,21.816,28.3,0,0.3741,0.273,8.0
2021-06-12,DE,5,6,1,0,22.41,0.0,4.41,35.1,41.2,20.421,27.868,0,0.3031,0.2691,7.883
2021-06-13,DE,6,6,1,0,20.88,0.0,2.88,35.0,39.3,19.843,27.313,0,0.333,0.2569,7.844
2021-06-14,DE,0,6,0,0,19.12,0.0,1.12,44.7,52.3,21.783,28.095,0,0.3111,0.2694,7.682
2021-06-15,DE,1,6,0,0,24.95,0.0,6.95,44.7,53.0,21.832,30.541,0,0.378,0.2635,7.458
2021-06-16,DE,2,6,0,0,19.85,0.0,1.85,45.1,52.0,20.963,27.15,0,0.4214,0.2705,7.241
2021-06-17,DE,3,6,0,0,23.57,0.0,5.57,44.7,50.2,22.713,29.494,0,0.3185,0.2667,7.166
2021-06-18,DE,4,6,0,0,17.46,0.54,0.0,44.3,51.5,22.98,27.49,0,0.4068,0.2615,7.006
2021-06-19,DE,5,6,1,0,19.84,0.0,1.84,34.5,42.1,17.661,25.32,0,0.4438,0.2648,6.989
2021-06-20,DE,6,6,1,0,19.45,0.0,1.45,34.8,41.1,17.038,23.239,0,0.4049,0.2639,7.217
2021-06-21,DE,0,6,0,0,21.29,0.0,3.29,44.6,52.7,21.356,27.965,0,0.4149,0.2624,7.068
2021-06-22,DE,1,6,0,0,26.56,0.0,8.56,44.6,51.3,21.806,28.374,0,0.3932,0.2669,7.436
2021-06-23,DE,2,6,0,0,16.48,1.52,0.0,45.1,52.7,21.465,28.849,0,0.456,0.2772,7.357
2021-06-24,DE,3,6,0,0,24.53,0.0,6.53,44.3,52.9,21.607,26.9,0,0.4043,0.263,7.432
2021-06-25,DE,4,6,0,0,19.67,0.0,1.67,44.5,51.8,21.63,28.067,0,0.4236,0.2616,7.165
2021-06-26,DE,5,6,1,0,19.03,0.0,1.03,34.5,41.5,19.369,27.114,0,0.3739,0.272,7.031
2021-06-27,DE,6,6,1,0,19.5,0.0,1.5,34.8,40.6,19.591,29.047,0,0.3772,0.2658,7.06
2021-06-28,DE,0,6,0,0,21.14,0.0,3.14,44.6,51.4,22.612,27.966,0,0.3246,0.2668,6.83
2021-06-29,DE,1,6,0,0,21.23,0.0,3.23,44.7,52.2,22.317,30.81,0,0.3581,0.2724,6.785
2021-06-30,DE,2,6,0,0,20.53,0.0,2.53,44.7,51.2,23.105,28.688,0,0.3689,0.266,6.714
2021-07-01,DE,3,7,0,0,25.96,0.0,7.96,44.6,52.6,22.988,30.613,0,0.3603,0.2672,6.776
2021-07-02,DE,4,7,0,0,21.12,0.0,3.12,44.7,51.5,22.638,30.147,0,0.3745,0.265,6.466
2021-07-03,DE,5,7,1,0,20.04,0.0,2.04,34.7,39.7,19.089,29.131,0,0.4108,0.2713,6.426
2021-07-04,DE,6,7,1,0,25.03,0.0,7.03,34.9,40.6,19.296,29.236,0,0.4266,0.2665,6.102
2021-07-05,DE,0,7,0,0,26.17,0.0,8.17,44.6,52.6,23.856,31.0,0,0.3583,0.2647,6.1
2021-07-06,DE,1,7,0,0,18.19,0.0,0.19,44.7,51.1,22.325,31.966,0,0.4084,0.2604,6.095
2021-07-07,DE,2,7,0,0,18.21,0.0,0.21,44.8,51.3,24.238,29.31,0,0.3391,0.2685,6.342
2021-07-08,DE,3,7,0,0,21.59,0.0,3.59,44.6,52.9,22.19,27.788,0,0.3708,0.2592,6.443
2021-07-09,DE,4,7,0,0,24.92,0.0,6.92,44.6,50.5,22.611,31.782,0,0.3833,0.2583,6.35
2021-07-10,DE,5,7,1,0,25.09,0.0,7.09,35.1,41.4,18.988,27.325,1,0.3904,0.2544,6.314
2021-07-11,DE,6,7,1,0,21.92,0.0,3.92,35.4,40.0,19.716,32.1,0,0.3293,0.2632,6.345
2021-07-12,DE,0,7,0,0,19.43,0.0,1.43,45.3,52.0,23.476,28.477,0,0.317,0.2546,6.182
2021-07-13,DE,1,7,0,0,19.28,0.0,1.28,45.2,53.2,22.714,28.297,0,0.459,0.2625,6.164
2021-07-14,DE,2,7,0,0,24.45,0.0,6.45,45.6,51.8,22.62,26.508,0,0.4584,0.2617,6.046
2021-07-15,DE,3,7,0,0,23.28,0.0,5.28,45.4,52.8,22.306,28.929,0,0.3382,0.2531,5.962
2021-07-16,DE,4,7,0,0,24.52,0.0,6.52,45.6,52.3,25.362,31.523,0,0.3832,0.2541,5.84
2021-07-17,DE,5,7,1,0,20.57,0.0,2.57,35.5,40.0,19.832,26.011,0,0.34,0.2671,6.234
2021-07-18,DE,6,7,1,0,23.77,0.0,5.77,35.7,40.9,21.918,32.518,0,0.367,0.2529,6.128
2021-07-19,DE,0,7,0,0,22.56,0.0,4.56,45.9,53.6,25.033,29.975,0,0.3398,0.254,6.147
2021-07-20,DE,1,7,0,0,20.8,0.0,2.8,45.9,52.8,22.92,30.893,0,0.4695,0.2521,5.954
2021-07-21,DE,2,7,0,0,23.35,0.0,5.35,46.0,52.6,24.664,32.629,0,0.444,0.253,6.048
2021-07-22,DE,3,7,0,0,22.72,0.0,4.72,46.0,53.0,22.613,29.062,0,0.3928,0.246,6.012
2021-07-23,DE,4,7,0,0,17.52,0.48,0.0,46.4,53.2,21.743,30.167,0,0.4699,0.2529,6.108
2021-07-24,DE,5,7,1,0,23.45,0.0,5.45,36.5,42.1,19.842,30.259,0,0.3804,0.253,5.949
