date,gas_price_eur_mwh,coal_price_usd_t,carbon_price_eur_t,oil_price_usd_bbl,spark_spread,dark_spread,clean_spark_spread,shock_event
2017-07-28,12.676,77.234,11.232,38.149,-3.002,-37.236,5.984,
2017-07-29,12.613,75.76,11.321,36.922,-3.045,-37.562,6.012,
2017-07-30,12.473,76.623,11.39,37.314,-3.089,-37.48,6.023,
2017-07-31,12.452,77.968,11.6,37.614,-3.175,-37.446,6.105,
2017-08-01,12.741,78.845,11.498,36.704,-3.1,-37.208,6.098,
2017-08-02,12.875,79.491,11.749,36.085,-3.185,-37.326,6.214,
2017-08-03,12.583,80.039,11.732,34.86,-3.213,-37.219,6.173,
2017-08-04,12.701,77.815,11.511,35.709,-3.11,-37.39,6.099,
2017-08-05,13.281,76.396,11.435,35.736,-3.011,-37.559,6.136,
2017-08-06,13.872,75.832,11.326,36.732,-2.898,-37.555,6.162,
2017-08-07,13.742,76.653,10.991,36.619,-2.78,-37.117,6.013,
2017-08-08,13.172,75.44,11.176,36.586,-2.921,-37.485,6.02,
2017-08-09,13.067,74.592,11.126,36.784,-2.913,-37.582,5.988,
2017-08-10,13.388,71.655,10.941,36.89,-2.801,-37.905,5.952,
2017-08-11,13.355,72.089,11.0,36.687,-2.829,-37.885,5.971,
2017-08-12,13.179,71.823,11.253,36.204,-2.951,-38.157,6.051,
2017-08-13,13.158,72.021,11.604,36.008,-3.093,-38.44,6.189,
2017-08-14,13.474,73.352,11.589,35.872,-3.05,-38.205,6.221,
2017-08-15,13.363,73.07,11.787,36.021,-3.143,-38.43,6.287,
2017-08-16,13.441,71.837,11.559,37.41,-3.042,-38.43,6.205,
2017-08-17,13.382,71.002,11.89,37.6,-3.182,-38.867,6.33,
2017-08-18,13.575,70.855,11.814,37.485,-3.128,-38.823,6.323,
2017-08-19,13.106,70.761,11.884,38.734,-3.212,-38.902,6.295,
2017-08-20,13.134,68.284,11.861,40.644,-3.199,-39.295,6.29,
2017-08-21,13.419,67.453,12.002,40.101,-3.222,-39.559,6.379,
2017-08-22,12.964,67.101,12.024,38.75,-3.284,-39.638,6.335,
2017-08-23,12.592,67.111,11.925,39.025,-3.289,-39.548,6.252,
2017-08-24,12.21,67.83,11.643,40.179,-3.221,-39.174,6.094,
2017-08-25,11.686,66.719,11.74,41.383,-3.321,-39.447,6.071,
2017-08-26,11.778,67.282,11.744,40.618,-3.312,-39.356,6.083,
2017-08-27,11.634,66.059,11.444,40.912,-3.209,-39.29,5.946,
2017-08-28,11.307,66.375,11.146,41.13,-3.128,-38.969,5.789,
2017-08-29,11.169,67.776,11.218,42.045,-3.173,-38.8,5.801,
2017-08-30,10.958,67.833,10.998,41.732,-3.11,-38.593,5.688,
2017-08-31,10.886,67.094,10.731,40.67,-3.012,-38.475,5.573,
2017-09-01,10.249,66.031,10.865,39.5,-3.14,-38.774,5.552,
2017-09-02,9.899,67.805,10.727,39.728,-3.126,-38.354,5.455,
2017-09-03,10.058,68.479,10.401,39.563,-2.977,-37.947,5.343,
2017-09-04,9.651,70.992,10.069,38.817,-2.892,-37.23,5.163,
2017-09-05,9.4,69.398,10.341,40.509,-3.031,-37.741,5.242,
2017-09-06,9.288,68.023,9.879,40.331,-2.859,-37.553,5.044,
2017-09-07,9.214,67.359,9.922,40.618,-2.885,-37.704,5.053,
2017-09-08,9.289,67.04,9.704,41.105,-2.789,-37.56,4.974,
2017-09-09,9.292,67.933,9.857,40.053,-2.85,-37.549,5.036,
2017-09-10,8.959,67.163,9.649,40.598,-2.806,-37.49,4.913,
2017-09-11,9.037,68.27,9.725,40.75,-2.827,-37.374,4.953,
2017-09-12,9.308,68.751,9.739,41.836,-2.8,-37.306,4.991,
2017-09-13,9.335,68.437,9.575,42.366,-2.732,-37.212,4.928,
2017-09-14,9.624,68.386,9.826,40.863,-2.798,-37.446,5.063,
2017-09-15,9.61,68.344,9.683,42.617,-2.743,-37.324,5.004,
2017-09-16,9.595,67.926,9.688,41.08,-2.746,-37.398,5.004,
2017-09-17,9.412,68.928,9.566,40.467,-2.719,-37.121,4.934,
2017-09-18,9.72,70.314,9.665,40.136,-2.722,-36.98,5.01,
2017-09-19,9.662,69.466,9.473,39.381,-2.652,-36.948,4.926,
2017-09-20,9.513,68.388,9.176,39.537,-2.551,-36.861,4.79,
2017-09-21,9.569,70.132,9.054,39.748,-2.496,-36.46,4.747,
2017-09-22,9.644,69.865,9.189,40.302,-2.541,-36.626,4.81,
2017-09-23,9.722,69.597,9.123,39.31,-2.505,-36.611,4.793,
2017-09-24,9.527,68.948,8.918,39.621,-2.446,-36.535,4.688,
2017-09-25,9.812,68.009,8.968,38.884,-2.433,-36.737,4.742,
2017-09-26,9.737,67.305,9.076,38.409,-2.485,-36.951,4.776,
2017-09-27,9.983,67.057,8.958,37.542,-2.409,-36.886,4.758,
2017-09-28,10.046,67.957,9.007,39.055,-2.421,-36.78,4.785,
2017-09-29,10.405,67.644,8.95,39.385,-2.356,-36.781,4.804,
2017-09-30,10.187,68.827,9.015,39.567,-2.407,-36.642,4.804,
2017-10-01,10.362,70.606,9.046,39.487,-2.399,-36.373,4.837,
2017-10-02,10.753,71.63,8.988,39.49,-2.33,-36.15,4.86,
2017-10-03,10.806,72.019,8.744,38.394,-2.226,-35.866,4.769,
2017-10-04,10.566,70.977,8.631,38.833,-2.209,-35.939,4.696,
2017-10-05,10.521,71.186,8.42,38.51,-2.13,-35.713,4.606,
2017-10-06,10.676,71.821,8.298,38.622,-2.063,-35.498,4.575,
2017-10-07,11.263,71.802,8.183,38.501,-1.948,-35.397,4.598,
2017-10-08,11.289,71.64,8.178,37.501,-1.943,-35.42,4.599,
2017-10-09,11.017,71.479,8.151,37.119,-1.964,-35.422,4.556,
2017-10-10,10.968,71.544,8.296,37.052,-2.028,-35.542,4.609,
2017-10-11,11.078,70.963,8.39,37.303,-2.053,-35.724,4.659,
2017-10-12,11.317,71.723,8.489,37.237,-2.064,-35.687,4.727,
2017-10-13,11.387,72.867,8.379,36.816,-2.012,-35.396,4.691,
2017-10-14,11.438,73.321,8.24,36.766,-1.951,-35.196,4.642,
2017-10-15,11.411,70.884,8.204,36.662,-1.939,-35.57,4.624,
2017-10-16,11.366,72.39,8.005,36.118,-1.865,-35.139,4.539,
2017-10-17,10.623,71.868,7.941,35.786,-1.927,-35.169,4.426,
2017-10-18,10.918,72.795,7.954,35.547,-1.897,-35.026,4.466,
2017-10-19,11.198,72.774,7.824,34.449,-1.812,-34.912,4.447,
2017-10-20,11.074,73.598,8.18,34.488,-1.969,-35.096,4.575,
2017-10-21,10.862,72.289,8.27,33.392,-2.03,-35.395,4.586,
2017-10-22,11.012,73.176,8.342,33.26,-2.041,-35.312,4.632,
2017-10-23,11.167,73.364,8.212,34.368,-1.971,-35.164,4.599,
2017-10-24,11.069,74.217,7.815,35.158,-1.824,-34.664,4.428,
2017-10-25,11.476,74.251,7.903,35.511,-1.811,-34.737,4.511,
2017-10-26,11.291,74.86,7.775,35.122,-1.782,-34.521,4.438,
2017-10-27,11.609,75.954,7.665,34.658,-1.7,-34.239,4.432,
2017-10-28,11.422,76.789,7.512,34.881,-1.661,-33.962,4.348,
2017-10-29,11.635,76.688,7.663,34.69,-1.697,-34.116,4.434,
2017-10-30,11.573,75.563,7.819,34.211,-1.766,-34.443,4.489,
2017-10-31,11.674,75.483,7.655,33.836,-1.688,-34.309,4.435,
2017-11-01,12.078,75.711,7.5,34.022,-1.579,-34.132,4.421,
2017-11-02,12.034,79.634,7.543,33.789,-1.601,-33.516,4.433,
2017-11-03,12.461,77.434,7.557,35.002,-1.557,-33.896,4.489,
2017-11-04,12.425,75.421,7.497,35.918,-1.537,-34.177,4.461,
2017-11-05,12.541,74.472,7.395,35.556,-1.482,-34.243,4.433,
2017-11-06,12.655,75.967,7.55,35.848,-1.531,-34.134,4.509,
2017-11-07,12.233,74.454,7.631,34.98,-1.613,-34.459,4.492,
2017-11-08,12.164,74.793,7.457,34.335,-1.552,-34.246,4.414,
2017-11-09,12.136,75.359,7.615,34.71,-1.618,-34.294,4.474,
2017-11-10,12.158,74.515,7.452,34.391,-1.551,-34.288,4.411,
2017-11-11,12.283,74.891,7.139,33.905,-1.411,-33.944,4.301,
2017-11-12,12.653,74.98,6.937,35.342,-1.286,-33.747,4.263,
2017-11-13,12.643,75.413,6.992,35.109,-1.31,-33.724,4.284,
2017-11-14,12.413,77.813,7.133,35.628,-1.393,-33.451,4.314,
2017-11-15,12.592,76.642,7.315,35.087,-1.445,-33.81,4.407,
2017-11-16,12.682,74.757,7.016,35.288,-1.315,-33.855,4.299,
2017-11-17,12.425,72.526,7.092,36.635,-1.375,-34.295,4.299,
2017-11-18,12.857,72.246,7.094,37.22,-1.325,-34.343,4.35,
2017-11-19,13.217,71.874,7.098,37.422,-1.284,-34.41,4.394,
2017-11-20,13.4,71.731,7.081,38.351,-1.256,-34.418,4.409,
2017-11-21,13.806,72.244,7.325,38.084,-1.306,-34.552,4.554,
2017-11-22,14.366,72.832,7.804,37.267,-1.432,-34.885,4.812,
2017-11-23,14.118,73.29,7.866,38.575,-1.485,-34.864,4.807,
2017-11-24,13.882,74.284,8.049,39.064,-1.586,-34.863,4.853,
2017-11-25,13.549,75.853,8.247,39.486,-1.705,-34.78,4.893,
2017-11-26,13.618,76.11,8.234,39.941,-1.691,-34.725,4.896,
2017-11-27,13.628,75.142,8.061,39.401,-1.621,-34.731,4.828,
2017-11-28,13.704,75.111,8.096,39.756,-1.626,-34.768,4.851,
2017-11-29,13.489,76.763,8.052,39.446,-1.634,-34.453,4.808,
2017-11-30,13.652,74.648,7.925,40.142,-1.564,-34.691,4.776,
2017-12-01,13.059,75.899,8.165,39.875,-1.73,-34.698,4.802,
2017-12-02,13.154,77.173,8.088,40.498,-1.688,-34.417,4.783,
2017-12-03,12.933,76.621,7.959,40.748,-1.662,-34.393,4.705,
2017-12-04,13.308,76.409,7.757,39.954,-1.537,-34.246,4.668,
2017-12-05,13.439,78.523,7.818,39.676,-1.546,-33.949,4.708,
2017-12-06,13.697,78.24,7.759,38.991,-1.492,-33.943,4.715,
2017-12-07,14.179,75.26,7.883,38.666,-1.485,-34.551,4.821,
2017-12-08,14.033,77.171,7.77,38.192,-1.457,-34.131,4.759,
2017-12-09,13.988,77.65,7.701,37.11,-1.435,-33.989,4.726,
2017-12-10,13.685,79.142,7.713,37.412,-1.475,-33.751,4.695,
2017-12-11,13.596,78.359,7.972,37.285,-1.589,-34.114,4.788,
2017-12-12,13.445,79.648,7.856,36.886,-1.561,-33.796,4.724,
2017-12-13,13.448,79.648,7.897,38.275,-1.577,-33.833,4.741,
2017-12-14,13.561,76.807,7.949,38.301,-1.584,-34.353,4.775,
2017-12-15,13.576,77.09,7.944,38.264,-1.58,-34.301,4.775,
2017-12-16,13.784,76.464,7.794,40.347,-1.496,-34.27,4.739,
2017-12-17,13.537,76.578,7.56,40.432,-1.432,-34.041,4.617,
2017-12-18,13.222,76.07,7.718,40.775,-1.532,-34.268,4.643,
2017-12-19,13.409,74.049,8.002,39.9,-1.623,-34.86,4.778,
2017-12-20,13.922,75.184,8.094,39.286,-1.6,-34.754,4.876,
2017-12-21,13.975,74.653,8.099,39.11,-1.596,-34.847,4.884,
2017-12-22,13.262,75.909,8.086,38.768,-1.674,-34.626,4.795,
2017-12-23,13.077,76.317,7.941,37.195,-1.638,-34.428,4.715,
2017-12-24,13.21,76.911,7.91,36.426,-1.61,-34.3,4.718,
2017-12-25,13.239,75.222,7.747,35.934,-1.541,-34.436,4.656,
2017-12-26,13.518,74.813,7.678,37.198,-1.481,-34.441,4.662,
2017-12-27,13.638,75.193,7.621,36.799,-1.444,-34.327,4.653,
2017-12-28,12.892,76.286,7.689,36.68,-1.559,-34.206,4.592,
2017-12-29,12.848,77.128,7.45,36.291,-1.469,-33.851,4.492,
2017-12-30,12.483,79.177,7.581,34.852,-1.564,-33.626,4.501,
2017-12-31,12.011,79.02,7.509,34.021,-1.591,-33.588,4.417,
2018-01-01,12.594,79.391,7.58,33.597,-1.55,-33.591,4.514,
2018-01-02,12.822,78.938,7.538,33.967,-1.507,-33.627,4.523,
2018-01-03,12.3,80.829,7.565,34.75,-1.579,-33.337,4.473,
2018-01-04,11.969,79.709,7.389,34.906,-1.548,-33.365,4.364,
2018-01-05,11.989,79.154,7.239,34.111,-1.485,-33.323,4.306,
2018-01-06,11.974,78.601,7.14,35.061,-1.447,-33.326,4.265,
2018-01-07,11.95,80.099,7.064,35.215,-1.42,-33.008,4.231,
2018-01-08,11.933,78.059,7.266,35.129,-1.502,-33.529,4.31,
2018-01-09,12.156,77.179,7.242,34.581,-1.467,-33.655,4.327,
2018-01-10,12.531,77.539,7.295,35.427,-1.444,-33.642,4.392,
2018-01-11,12.894,78.429,7.088,34.983,-1.318,-33.307,4.352,
2018-01-12,12.57,79.285,7.112,34.107,-1.366,-33.186,4.324,
2018-01-13,12.511,77.508,7.104,33.091,-1.37,-33.476,4.314,
2018-01-14,12.676,77.948,7.375,33.596,-1.459,-33.646,4.441,
2018-01-15,12.542,78.904,7.169,33.014,-1.392,-33.301,4.343,
2018-01-16,12.647,76.35,7.164,32.408,-1.378,-33.722,4.353,
2018-01-17,12.679,75.115,7.225,32.419,-1.398,-33.983,4.381,
2018-01-18,13.122,75.123,7.113,32.275,-1.302,-33.882,4.389,
2018-01-19,12.681,75.581,7.197,33.71,-1.387,-33.881,4.371,
2018-01-20,12.484,75.277,7.115,33.838,-1.377,-33.857,4.315,
2018-01-21,12.603,75.217,7.269,33.462,-1.425,-34.006,4.39,
2018-01-22,12.914,75.824,7.267,33.273,-1.388,-33.903,4.426,
2018-01-23,13.698,74.895,7.311,32.823,-1.313,-34.097,4.536,
2018-01-24,14.309,75.891,7.211,33.126,-1.201,-33.842,4.568,
2018-01-25,14.401,75.303,7.321,33.358,-1.234,-34.038,4.623,
2018-01-26,14.479,75.256,7.384,33.496,-1.25,-34.103,4.657,
2018-01-27,14.5,74.532,7.634,32.863,-1.348,-34.449,4.76,
2018-01-28,14.655,74.174,7.903,32.328,-1.437,-34.75,4.885,
2018-01-29,14.386,73.095,7.954,31.529,-1.489,-34.976,4.874,
2018-01-30,14.214,70.735,7.992,31.245,-1.525,-35.404,4.869,
2018-01-31,13.685,71.887,7.783,31.694,-1.503,-35.024,4.723,
2018-02-01,13.445,73.614,7.9,31.119,-1.578,-34.841,4.742,
2018-02-02,13.137,74.283,7.858,31.024,-1.598,-34.692,4.689,
2018-02-03,13.555,73.449,7.873,31.557,-1.554,-34.844,4.744,
2018-02-04,13.829,73.273,7.827,30.569,-1.504,-34.832,4.758,
2018-02-05,13.464,73.623,7.806,30.61,-1.538,-34.755,4.706,
2018-02-06,13.814,72.311,7.769,30.714,-1.482,-34.94,4.733,
2018-02-07,13.57,73.864,7.91,30.875,-1.567,-34.808,4.76,
2018-02-08,14.179,72.203,7.909,31.078,-1.495,-35.084,4.832,
2018-02-09,13.855,72.529,7.734,31.465,-1.463,-34.872,4.723,
2018-02-10,14.221,72.825,7.447,30.917,-1.306,-34.565,4.652,
2018-02-11,14.422,72.849,7.046,31.609,-1.122,-34.2,4.515,
2018-02-12,14.471,71.954,7.186,31.223,-1.172,-34.475,4.577,
2018-02-13,14.222,72.34,7.442,32.136,-1.304,-34.641,4.65,
2018-02-14,14.35,72.842,7.56,31.409,-1.336,-34.663,4.712,
2018-02-15,14.581,72.04,7.608,31.28,-1.328,-34.84,4.759,
2018-02-16,14.764,72.168,7.14,31.381,-1.119,-34.398,4.593,
2018-02-17,15.001,72.65,7.126,32.308,-1.085,-34.305,4.615,
2018-02-18,15.118,73.127,7.275,32.519,-1.131,-34.359,4.688,
2018-02-19,14.778,70.453,7.205,32.965,-1.143,-34.742,4.621,
2018-02-20,14.648,71.299,7.227,33.729,-1.167,-34.621,4.614,
2018-02-21,14.54,71.799,7.3,34.641,-1.209,-34.603,4.63,
2018-02-22,13.919,71.306,7.424,35.605,-1.332,-34.797,4.607,
2018-02-23,14.003,70.993,7.536,36.161,-1.367,-34.95,4.662,
2018-02-24,13.877,71.344,7.714,37.392,-1.453,-35.052,4.718,
2018-02-25,14.135,71.392,7.706,37.767,-1.419,-35.036,4.745,
2018-02-26,14.094,71.595,7.542,38.649,-1.359,-34.856,4.675,
2018-02-27,13.692,71.131,7.557,40.034,-1.412,-34.946,4.634,
2018-02-28,13.547,70.42,7.474,41.229,-1.396,-34.99,4.583,
2018-03-01,12.595,69.361,7.882,41.668,-1.671,-35.534,4.635,
2018-03-02,12.247,69.317,7.893,42.302,-1.716,-35.551,4.598,
2018-03-03,12.81,69.721,7.808,42.902,-1.616,-35.407,4.63,
2018-03-04,12.586,68.641,7.533,41.693,-1.532,-35.339,4.494,
2018-03-05,12.304,67.428,7.58,40.793,-1.584,-35.584,4.48,
2018-03-06,11.337,66.372,7.508,40.348,-1.67,-35.696,4.337,
2018-03-07,11.768,65.761,7.641,40.334,-1.672,-35.917,4.441,
2018-03-08,11.755,64.937,7.632,39.779,-1.67,-36.046,4.436,
2018-03-09,11.805,64.707,7.488,40.489,-1.606,-35.954,4.384,
2018-03-10,11.931,64.272,7.509,40.428,-1.6,-36.046,4.407,
2018-03-11,11.673,64.34,7.416,39.741,-1.593,-35.951,4.34,
2018-03-12,11.199,63.994,7.5,39.244,-1.683,-36.085,4.318,
2018-03-13,11.905,64.844,7.696,39.805,-1.678,-36.119,4.479,
2018-03-14,12.456,64.079,7.302,39.486,-1.455,-35.892,4.386,
2018-03-15,12.63,64.224,7.342,40.425,-1.451,-35.904,4.423,
2018-03-16,12.751,64.994,7.204,39.627,-1.382,-35.651,4.382,
2018-03-17,13.265,65.092,7.114,39.184,-1.285,-35.554,4.406,
2018-03-18,13.05,64.4,6.932,38.126,-1.237,-35.505,4.308,
2018-03-19,12.986,63.827,7.085,38.327,-1.306,-35.739,4.362,
2018-03-20,13.072,63.116,7.068,38.576,-1.289,-35.842,4.365,
2018-03-21,13.307,63.027,7.221,38.582,-1.323,-35.994,4.454,
2018-03-22,13.57,62.564,6.959,38.768,-1.187,-35.836,4.38,
2018-03-23,13.816,63.104,7.018,38.525,-1.182,-35.798,4.432,
2018-03-24,13.538,63.626,7.077,38.136,-1.238,-35.765,4.424,
2018-03-25,13.913,62.784,6.995,39.259,-1.161,-35.831,4.435,
2018-03-26,14.215,62.446,7.035,39.369,-1.142,-35.924,4.486,
2018-03-27,13.24,61.597,7.028,39.116,-1.254,-36.059,4.369,
2018-03-28,13.321,62.641,6.983,38.371,-1.226,-35.844,4.36,
2018-03-29,13.43,62.334,6.961,38.17,-1.204,-35.876,4.364,
2018-03-30,14.182,60.239,6.907,38.167,-1.094,-36.176,4.431,
2018-03-31,13.905,61.052,7.019,38.134,-1.172,-36.142,4.444,
2018-04-01,13.811,60.949,7.004,38.081,-1.177,-36.146,4.427,
2018-04-02,13.746,61.18,7.11,37.237,-1.227,-36.202,4.461,
2018-04-03,13.385,59.576,7.233,37.405,-1.319,-36.581,4.468,
2018-04-04,13.554,58.298,7.491,36.995,-1.402,-37.026,4.591,
2018-04-05,13.611,59.045,7.343,36.631,-1.336,-36.768,4.539,
2018-04-06,13.672,61.576,7.388,37.69,-1.347,-36.386,4.564,
2018-04-07,14.084,61.916,7.242,38.409,-1.24,-36.198,4.554,
2018-04-08,13.557,63.403,7.271,36.577,-1.313,-35.976,4.503,
2018-04-09,13.441,64.025,7.236,37.048,-1.313,-35.842,4.476,
2018-04-10,13.156,62.771,7.226,37.069,-1.343,-36.041,4.438,
2018-04-11,13.041,63.926,7.103,37.278,-1.307,-35.738,4.375,
2018-04-12,13.063,62.433,6.915,37.286,-1.229,-35.818,4.303,
2018-04-13,13.71,62.976,6.677,35.198,-1.058,-35.513,4.284,
2018-04-14,13.962,62.885,6.829,34.64,-1.089,-35.665,4.374,
2018-04-15,14.084,63.683,6.768,34.375,-1.05,-35.477,4.364,
2018-04-16,14.093,64.202,6.766,34.977,-1.048,-35.389,4.364,
2018-04-17,13.93,62.922,7.034,34.597,-1.175,-35.843,4.452,
2018-04-18,13.732,62.86,7.043,34.356,-1.202,-35.862,4.433,
2018-04-19,13.726,62.823,7.068,32.898,-1.212,-35.891,4.442,
2018-04-20,14.372,62.684,7.15,32.082,-1.169,-35.988,4.551,
2018-04-21,14.202,62.052,7.36,31.744,-1.273,-36.282,4.615,
2018-04-22,14.471,61.446,7.293,31.603,-1.215,-36.323,4.62,
2018-04-23,14.936,59.704,7.101,30.496,-1.083,-36.441,4.598,
2018-04-24,14.53,58.978,6.872,30.093,-1.039,-36.355,4.458,
2018-04-25,13.798,58.077,7.037,30.311,-1.192,-36.654,4.438,
2018-04-26,13.863,57.203,6.821,29.69,-1.097,-36.605,4.359,
2018-04-27,13.848,57.948,6.944,30.027,-1.148,-36.592,4.407,
2018-04-28,13.592,57.97,6.899,29.918,-1.161,-36.548,4.359,
2018-04-29,14.285,56.438,6.867,30.57,-1.066,-36.774,4.427,
2018-04-30,13.761,55.893,6.794,30.448,-1.099,-36.799,4.337,
2018-05-01,13.212,56.392,6.885,30.726,-1.2,-36.798,4.308,
2018-05-02,12.925,56.465,6.761,30.542,-1.184,-36.674,4.225,
2018-05-03,13.62,56.546,6.6,30.641,-1.038,-36.516,4.243,
2018-05-04,13.16,55.529,6.463,30.396,-1.037,-36.562,4.133,
2018-05-05,13.468,56.011,6.531,29.795,-1.028,-36.542,4.197,
2018-05-06,13.286,56.239,6.449,29.646,-1.016,-36.431,4.142,
2018-05-07,13.433,55.945,6.478,30.496,-1.011,-36.506,4.171,
2018-05-08,13.375,56.935,6.55,29.69,-1.047,-36.406,4.194,
2018-05-09,13.006,56.223,6.438,29.642,-1.045,-36.424,4.105,
2018-05-10,13.206,57.281,6.478,29.404,-1.037,-36.283,4.145,
2018-05-11,12.519,57.342,6.481,29.501,-1.12,-36.276,4.065,
2018-05-12,13.178,58.409,6.583,28.99,-1.083,-36.19,4.184,
2018-05-13,13.009,58.326,6.481,29.251,-1.062,-36.112,4.123,
2018-05-14,13.125,57.374,6.636,29.305,-1.11,-36.41,4.199,
2018-05-15,12.558,57.33,6.673,29.818,-1.192,-36.451,4.147,
2018-05-16,12.452,58.042,6.698,29.113,-1.214,-36.355,4.144,
2018-05-17,12.011,59.019,6.859,29.282,-1.33,-36.336,4.157,
2018-05-18,12.46,59.954,6.952,28.801,-1.315,-36.265,4.247,
2018-05-19,13.0,60.437,6.899,28.455,-1.23,-36.136,4.289,
2018-05-20,13.083,58.922,6.995,27.967,-1.259,-36.475,4.337,
2018-05-21,13.204,58.461,6.958,27.586,-1.23,-36.519,4.337,
2018-05-22,13.151,60.117,7.151,27.762,-1.313,-36.416,4.408,
2018-05-23,13.143,60.879,7.313,27.347,-1.379,-36.435,4.471,
2018-05-24,13.117,59.215,7.477,28.363,-1.448,-36.86,4.534,
2018-05-25,13.144,57.328,7.568,27.902,-1.481,-37.257,4.573,
2018-05-26,12.926,57.866,7.606,27.657,-1.522,-37.201,4.563,
2018-05-27,12.716,57.976,7.544,27.104,-1.522,-37.127,4.514,
2018-05-28,12.61,58.271,7.517,26.415,-1.523,-37.054,4.49,
2018-05-29,12.922,55.877,7.45,26.12,-1.46,-37.392,4.5,
2018-05-30,12.97,56.348,7.618,25.785,-1.521,-37.465,4.573,
2018-05-31,13.16,56.513,7.357,26.667,-1.395,-37.203,4.491,
2018-06-01,12.687,56.869,7.415,26.799,-1.473,-37.195,4.458,
2018-06-02,12.53,57.575,7.183,26.768,-1.399,-36.869,4.347,
2018-06-03,12.353,56.99,7.245,27.287,-1.445,-37.022,4.351,
2018-06-04,12.247,57.657,7.252,26.848,-1.46,-36.917,4.342,
2018-06-05,12.168,57.398,7.151,27.055,-1.429,-36.87,4.292,
2018-06-06,12.24,56.028,6.915,27.262,-1.326,-36.885,4.206,
2018-06-07,11.99,56.282,7.023,26.639,-1.399,-36.94,4.22,
2018-06-08,11.567,57.696,7.072,26.438,-1.468,-36.749,4.19,
2018-06-09,11.297,57.254,6.904,26.858,-1.432,-36.671,4.091,
2018-06-10,11.077,58.193,6.848,26.353,-1.436,-36.465,4.043,
2018-06-11,10.959,55.903,6.832,26.273,-1.443,-36.832,4.022,
2018-06-12,11.185,54.321,6.991,26.661,-1.48,-37.238,4.112,
2018-06-13,11.536,54.278,7.132,25.955,-1.496,-37.373,4.21,
2018-06-14,11.741,53.65,6.897,25.43,-1.377,-37.266,4.14,
2018-06-15,11.743,52.987,6.949,24.602,-1.398,-37.423,4.161,
2018-06-16,11.118,54.077,7.074,24.137,-1.522,-37.354,4.138,
2018-06-17,11.117,54.904,7.134,24.202,-1.546,-37.27,4.161,
2018-06-18,11.422,54.303,7.138,24.194,-1.511,-37.374,4.199,
2018-06-19,11.344,53.985,7.149,24.209,-1.525,-37.436,4.194,
2018-06-20,11.047,54.634,7.009,24.114,-1.504,-37.202,4.103,
2018-06-21,10.965,54.928,6.712,24.5,-1.395,-36.886,3.975,
2018-06-22,10.78,55.933,6.648,24.479,-1.391,-36.661,3.927,
2018-06-23,11.295,55.7,6.812,24.496,-1.396,-36.848,4.054,
2018-06-24,11.413,55.759,6.928,24.194,-1.429,-36.942,4.114,
2018-06-25,11.132,55.225,6.942,24.098,-1.467,-37.043,4.086,
2018-06-26,11.329,56.306,6.806,23.779,-1.39,-36.741,4.055,
2018-06-27,10.923,58.02,6.848,23.985,-1.454,-36.493,4.024,
2018-06-28,10.557,58.019,6.917,23.876,-1.525,-36.556,4.009,
2018-06-29,10.841,60.031,6.786,23.436,-1.439,-36.103,3.99,
2018-06-30,10.603,61.478,6.928,23.379,-1.524,-35.989,4.019,
2018-07-01,10.612,60.725,7.051,23.219,-1.572,-36.225,4.069,
2018-07-02,10.543,61.279,7.025,23.121,-1.569,-36.109,4.05,
2018-07-03,10.546,62.01,7.256,23.365,-1.662,-36.195,4.143,
2018-07-04,10.758,61.824,7.153,23.64,-1.596,-36.134,4.127,
2018-07-05,10.804,60.505,7.106,23.605,-1.571,-36.312,4.114,
2018-07-06,10.666,61.85,7.175,24.188,-1.615,-36.149,4.125,
2018-07-07,10.736,61.925,7.04,24.193,-1.553,-36.015,4.079,
2018-07-08,10.74,60.655,6.964,24.052,-1.522,-36.159,4.049,
2018-07-09,10.851,61.075,6.883,24.255,-1.477,-36.016,4.03,
2018-07-10,10.802,58.446,6.817,24.726,-1.456,-36.394,3.997,
2018-07-11,10.347,58.545,7.033,24.388,-1.596,-36.572,4.03,
2018-07-12,10.348,57.4,7.262,24.351,-1.687,-36.969,4.122,
2018-07-13,10.36,58.566,7.358,23.968,-1.724,-36.861,4.162,
2018-07-14,10.192,59.001,7.266,23.054,-1.707,-36.706,4.105,
2018-07-15,10.179,57.691,7.501,23.127,-1.803,-37.135,4.198,
2018-07-16,9.948,57.086,7.217,22.67,-1.716,-36.981,4.057,
2018-07-17,10.201,58.997,7.322,22.632,-1.729,-36.757,4.129,
2018-07-18,10.091,58.151,7.624,22.555,-1.862,-37.17,4.237,
2018-07-19,10.625,59.366,7.358,22.285,-1.693,-36.728,4.193,
2018-07-20,10.447,59.295,7.349,23.487,-1.711,-36.732,4.169,
2018-07-21,10.166,59.499,7.44,23.486,-1.78,-36.78,4.172,
2018-07-22,10.194,58.566,7.456,23.702,-1.783,-36.949,4.182,
2018-07-23,10.277,59.067,7.666,24.102,-1.858,-37.055,4.276,
2018-07-24,10.296,58.029,7.574,24.007,-1.819,-37.146,4.241,
2018-07-25,10.36,57.613,7.433,23.493,-1.754,-37.087,4.192,
2018-07-26,9.933,57.41,7.214,23.07,-1.717,-36.925,4.054,
2018-07-27,9.835,56.259,7.269,23.378,-1.751,-37.166,4.065,
2018-07-28,9.7,55.891,7.347,23.077,-1.798,-37.297,4.08,
